transaction_id,user_id,amount,merchant_id,actual_location,timestamp,device_type,transactions_last_10min,avg_amount_user,time_since_last_txn_min,amount_deviation_ratio,device_change_flag,location_change_flag
TXN_00019,USER_010,2161.86,MERCH_09,Chennai,24-12-2025 10:52,mobile,3,1970.84,87,1.1,0,0
TXN_00020,USER_002,1392.91,MERCH_32,Delhi,21-12-2025 08:34,atm,1,1207.29,127,1.15,0,0
TXN_00021,USER_038,2372.25,MERCH_36,Bengaluru,24-12-2025 07:43,atm,4,1954.5,76,1.21,0,0
TXN_00022,USER_026,929.84,MERCH_05,Chennai,24-12-2025 06:51,atm,1,1118.04,24,0.83,0,0
TXN_00023,USER_105,1835.7,MERCH_14,Mumbai,21-12-2025 08:25,mobile,4,2390.63,118,0.77,0,0
TXN_00024,USER_010,2684.67,MERCH_09,Chennai,24-12-2025 11:31,mobile,3,1970.84,39,1.36,0,0
TXN_00025,USER_078,3029.18,MERCH_15,Chennai,23-12-2025 08:40,atm,1,2605.36,133,1.16,0,0
TXN_00026,USER_064,1449.79,MERCH_32,Chennai,22-12-2025 08:34,web,2,2404.8,127,0.6,0,0
TXN_00027,USER_088,2759.26,MERCH_21,Pune,20-12-2025 07:47,mobile,4,3152.84,80,0.88,0,0
TXN_00028,USER_016,1783.29,MERCH_08,Delhi,20-12-2025 06:30,mobile,3,1402.75,3,1.27,0,0
TXN_00029,USER_119,2537.07,MERCH_05,Pune,24-12-2025 06:33,mobile,3,3161.19,6,0.8,0,0
TXN_00030,USER_051,4423.22,MERCH_18,Bengaluru,20-12-2025 09:00,web,3,3446.47,153,1.28,1,0
TXN_00031,USER_014,24422.81,MERCH_21,Hyderabad,24-12-2025 09:12,mobile,7,3032.5,165,8.05,0,0
TXN_00032,USER_025,1582.9,MERCH_36,Mumbai,20-12-2025 08:19,atm,4,1189.49,112,1.33,0,0
TXN_00033,USER_071,1052.41,MERCH_09,Mumbai,22-12-2025 07:01,atm,4,963.81,23,1.09,1,0
TXN_00034,USER_083,937.83,MERCH_22,Bengaluru,24-12-2025 08:34,mobile,2,959.18,127,0.98,1,0
TXN_00035,USER_037,2216.91,MERCH_36,Delhi,24-12-2025 09:17,mobile,2,2637.08,170,0.84,0,0
TXN_00036,USER_086,1125.35,MERCH_32,Chennai,22-12-2025 09:24,atm,1,1468.56,45,0.77,0,0
TXN_00037,USER_071,907.85,MERCH_36,Mumbai,22-12-2025 08:29,atm,4,963.81,88,0.94,0,0
TXN_00038,USER_025,1017.52,MERCH_24,Mumbai,20-12-2025 09:06,atm,1,1189.49,47,0.86,0,0
TXN_00039,USER_034,878.66,MERCH_34,Delhi,20-12-2025 07:21,mobile,4,969.53,54,0.91,0,0
TXN_00040,USER_027,1342.27,MERCH_24,Hyderabad,24-12-2025 07:56,web,4,1632.9,89,0.82,0,0
TXN_00041,USER_017,1681.2,MERCH_16,Chennai,24-12-2025 08:45,web,2,2494.07,138,0.67,0,0
TXN_00042,USER_050,2017.45,MERCH_02,Hyderabad,23-12-2025 10:33,web,3,1577.43,117,1.28,0,0
TXN_00043,USER_017,19305.71,MERCH_34,Chennai,24-12-2025 10:49,web,5,2494.07,124,7.74,0,0
TXN_00044,USER_110,1814.48,MERCH_10,Chennai,23-12-2025 08:24,web,1,2329.12,117,0.78,0,0
TXN_00045,USER_067,2049.37,MERCH_03,Pune,23-12-2025 06:57,mobile,4,3067.91,30,0.67,0,0
TXN_00046,USER_001,1869.25,MERCH_20,Delhi,21-12-2025 07:53,mobile,1,1674.35,62,1.12,0,0
TXN_00047,USER_017,1694.86,MERCH_20,Chennai,24-12-2025 13:07,web,1,2494.07,138,0.68,0,0
TXN_00048,USER_068,4129.29,MERCH_01,Kolkata,20-12-2025 07:19,mobile,2,3350.64,52,1.23,0,0
TXN_00049,USER_002,1346.93,MERCH_16,Delhi,21-12-2025 10:34,atm,3,1207.29,120,1.12,0,0
TXN_00050,USER_061,3681.78,MERCH_20,Chennai,24-12-2025 08:50,web,4,3163.79,143,1.16,0,0
TXN_00051,USER_008,17296.07,MERCH_24,Hyderabad,24-12-2025 09:22,web,10,2170.08,175,7.97,1,0
TXN_00052,USER_030,2716.51,MERCH_13,Kolkata,21-12-2025 07:56,mobile,3,2370.32,89,1.15,0,0
TXN_00053,USER_001,1422.15,MERCH_13,Delhi,21-12-2025 10:05,atm,2,1674.35,132,0.85,1,0
TXN_00054,USER_030,1628.9,MERCH_40,Kolkata,21-12-2025 09:06,mobile,3,2370.32,70,0.69,0,0
TXN_00055,USER_064,3268.14,MERCH_10,Chennai,22-12-2025 09:34,web,1,2404.8,60,1.36,0,0
TXN_00056,USER_119,2027.81,MERCH_04,Pune,24-12-2025 07:30,web,4,3161.19,57,0.64,1,0
TXN_00057,USER_024,2128.15,MERCH_22,Hyderabad,22-12-2025 07:50,atm,1,1581.95,83,1.35,0,0
TXN_00058,USER_025,1010.43,MERCH_25,Mumbai,20-12-2025 11:23,atm,1,1189.49,137,0.85,0,0
TXN_00059,USER_108,1163.13,MERCH_18,Chennai,24-12-2025 07:54,web,1,1931.16,87,0.6,0,0
TXN_00060,USER_011,893.81,MERCH_20,Kolkata,23-12-2025 07:01,web,2,988.61,34,0.9,0,0
TXN_00061,USER_106,1355.71,MERCH_29,Pune,22-12-2025 06:52,atm,2,1509.42,25,0.9,1,0
TXN_00062,USER_025,1486.22,MERCH_26,Mumbai,20-12-2025 13:27,web,2,1189.49,124,1.25,1,0
TXN_00063,USER_006,1351.16,MERCH_05,Pune,21-12-2025 09:11,web,3,1787.36,121,0.76,1,0
TXN_00064,USER_116,765.83,MERCH_21,Chennai,21-12-2025 08:02,atm,1,945.78,95,0.81,0,0
TXN_00065,USER_119,1958.06,MERCH_15,Pune,24-12-2025 07:33,web,1,3161.19,3,0.62,0,0
TXN_00066,USER_014,3735.55,MERCH_28,Hyderabad,24-12-2025 11:14,mobile,4,3032.5,122,1.23,0,0
TXN_00067,USER_105,3007.91,MERCH_10,Mumbai,21-12-2025 10:35,mobile,3,2390.63,130,1.26,0,0
TXN_00068,USER_078,2630.13,MERCH_26,Chennai,23-12-2025 10:04,atm,1,2605.36,84,1.01,0,0
TXN_00069,USER_097,1843.1,MERCH_21,Mumbai,21-12-2025 08:14,mobile,4,1768.68,107,1.04,1,0
TXN_00070,USER_021,3778.38,MERCH_14,Mumbai,23-12-2025 06:56,web,3,3435.89,29,1.1,0,0
TXN_00071,USER_013,1816.73,MERCH_40,Pune,23-12-2025 08:24,web,2,1946.2,117,0.93,0,0
TXN_00072,USER_115,3213.38,MERCH_19,Pune,24-12-2025 08:47,atm,1,2625.74,140,1.22,0,0
TXN_00073,USER_038,1484.15,MERCH_16,Bengaluru,24-12-2025 08:54,atm,3,1954.5,71,0.76,0,0
TXN_00074,USER_024,1362.17,MERCH_26,Hyderabad,22-12-2025 08:32,atm,2,1581.95,42,0.86,0,0
TXN_00075,USER_033,2558.44,MERCH_03,Kolkata,22-12-2025 08:39,atm,1,2278.91,132,1.12,0,0
TXN_00076,USER_014,33776.52,MERCH_15,Hyderabad,24-12-2025 12:16,mobile,5,3032.5,62,11.14,0,0
TXN_00077,USER_016,11423.67,MERCH_17,Mumbai,20-12-2025 09:02,mobile,6,1402.75,152,8.14,0,1
TXN_00078,USER_100,760.67,MERCH_22,Chennai,23-12-2025 06:31,atm,2,1207.49,4,0.63,1,0
TXN_00079,USER_019,25307.57,MERCH_27,Kolkata,24-12-2025 06:39,mobile,5,2358.18,12,10.73,0,1
TXN_00080,USER_087,1160.05,MERCH_32,Chennai,23-12-2025 10:39,web,2,1855.56,161,0.63,0,0
TXN_00081,USER_071,1071.12,MERCH_06,Mumbai,22-12-2025 10:16,web,2,963.81,107,1.11,1,0
TXN_00082,USER_084,3260.09,MERCH_27,Hyderabad,22-12-2025 07:39,atm,3,2874.23,72,1.13,0,0
TXN_00083,USER_007,892.65,MERCH_24,Kolkata,21-12-2025 10:23,atm,4,956.6,148,0.93,0,0
TXN_00084,USER_083,908.66,MERCH_11,Bengaluru,24-12-2025 10:20,mobile,1,959.18,106,0.95,0,0
TXN_00085,USER_055,1172.5,MERCH_11,Kolkata,22-12-2025 06:53,atm,3,1210.36,26,0.97,0,0
TXN_00086,USER_017,23332.93,MERCH_24,Chennai,24-12-2025 15:54,web,9,2494.07,167,9.36,0,0
TXN_00087,USER_095,1578,MERCH_05,Delhi,24-12-2025 07:07,web,2,1551.74,40,1.02,0,0
TXN_00088,USER_014,4186.18,MERCH_31,Hyderabad,24-12-2025 13:09,mobile,1,3032.5,53,1.38,0,0
TXN_00089,USER_041,19188.3,MERCH_15,Hyderabad,21-12-2025 08:09,atm,6,2023.6,102,9.48,0,1
TXN_00090,USER_080,2153.7,MERCH_03,Mumbai,21-12-2025 07:20,web,2,2046.58,53,1.05,0,0
TXN_00091,USER_052,805.04,MERCH_13,Pune,24-12-2025 07:10,web,1,1118.78,43,0.72,0,0
TXN_00092,USER_006,1629.84,MERCH_30,Pune,21-12-2025 12:06,atm,1,1787.36,175,0.91,1,0
TXN_00093,USER_071,1027.51,MERCH_28,Mumbai,22-12-2025 11:37,web,3,963.81,81,1.07,0,0
TXN_00094,USER_050,975.96,MERCH_40,Hyderabad,23-12-2025 12:30,web,2,1577.43,117,0.62,0,0
TXN_00095,USER_063,3398.12,MERCH_31,Chennai,20-12-2025 08:24,atm,4,2677.3,117,1.27,0,0
TXN_00096,USER_052,753.35,MERCH_29,Pune,24-12-2025 07:45,web,3,1118.78,35,0.67,0,0
TXN_00097,USER_065,3164.62,MERCH_21,Mumbai,23-12-2025 06:40,mobile,1,2365.72,13,1.34,1,0
TXN_00098,USER_100,749.47,MERCH_05,Chennai,23-12-2025 06:54,web,2,1207.49,23,0.62,1,0
TXN_00099,USER_079,714.83,MERCH_11,Hyderabad,20-12-2025 06:58,web,4,860.92,31,0.83,0,0
TXN_00100,USER_088,2292.16,MERCH_40,Pune,20-12-2025 08:46,atm,3,3152.84,59,0.73,1,0
TXN_00101,USER_036,1455.77,MERCH_40,Bengaluru,21-12-2025 08:26,atm,2,1356.09,119,1.07,1,0
TXN_00102,USER_065,1724.57,MERCH_18,Mumbai,23-12-2025 08:18,web,4,2365.72,98,0.73,1,0
TXN_00103,USER_087,1284.17,MERCH_34,Chennai,23-12-2025 12:18,web,3,1855.56,99,0.69,0,0
TXN_00104,USER_007,998.83,MERCH_38,Kolkata,21-12-2025 11:58,atm,4,956.6,95,1.04,0,0
TXN_00105,USER_089,1211.25,MERCH_24,Kolkata,22-12-2025 07:57,web,4,1017.57,29,1.19,0,0
TXN_00106,USER_034,838.32,MERCH_06,Delhi,20-12-2025 08:58,mobile,3,969.53,97,0.86,0,0
TXN_00107,USER_057,758.3,MERCH_34,Pune,20-12-2025 09:07,web,1,905.86,160,0.84,0,0
TXN_00108,USER_033,2703.77,MERCH_03,Kolkata,22-12-2025 11:11,atm,3,2278.91,152,1.19,0,0
TXN_00109,USER_029,1301.02,MERCH_04,Pune,20-12-2025 09:07,web,4,1287.96,160,1.01,0,0
TXN_00110,USER_017,1604.97,MERCH_37,Chennai,24-12-2025 18:33,web,1,2494.07,159,0.64,0,0
TXN_00111,USER_046,2187.77,MERCH_20,Pune,24-12-2025 08:43,web,2,2350.94,136,0.93,0,0
TXN_00112,USER_076,1140.07,MERCH_01,Delhi,21-12-2025 08:03,mobile,4,1568.41,96,0.73,0,0
TXN_00113,USER_120,3280.9,MERCH_18,Chennai,23-12-2025 07:08,web,1,2954.26,41,1.11,0,0
TXN_00114,USER_052,1209.96,MERCH_34,Pune,24-12-2025 07:50,atm,4,1118.78,5,1.08,1,0
TXN_00115,USER_094,2033.86,MERCH_02,Delhi,23-12-2025 08:03,mobile,1,3132.76,45,0.65,0,0
TXN_00116,USER_052,1219.59,MERCH_13,Pune,24-12-2025 08:33,mobile,1,1118.78,43,1.09,1,0
TXN_00117,USER_019,2949.38,MERCH_12,Kolkata,24-12-2025 08:54,mobile,4,2358.18,135,1.25,0,0
TXN_00118,USER_066,2381.86,MERCH_01,Kolkata,22-12-2025 07:46,mobile,4,2031.75,79,1.17,0,0
TXN_00119,USER_049,2162.31,MERCH_07,Mumbai,21-12-2025 08:29,atm,2,2769.5,122,0.78,1,0
TXN_00120,USER_034,788.02,MERCH_36,Delhi,20-12-2025 09:10,atm,1,969.53,12,0.81,1,0
TXN_00121,USER_087,2066.36,MERCH_14,Chennai,23-12-2025 14:34,web,3,1855.56,136,1.11,0,0
TXN_00122,USER_011,1258.87,MERCH_13,Kolkata,23-12-2025 07:07,web,2,988.61,6,1.27,0,0
TXN_00123,USER_021,2964.63,MERCH_16,Mumbai,23-12-2025 08:22,web,4,3435.89,86,0.86,0,0
TXN_00124,USER_049,2707.78,MERCH_34,Mumbai,21-12-2025 11:13,atm,4,2769.5,164,0.98,0,0
TXN_00125,USER_090,21183.61,MERCH_26,Kolkata,21-12-2025 06:27,mobile,7,2012.81,0,10.52,0,0
TXN_00126,USER_080,1281.83,MERCH_08,Mumbai,21-12-2025 09:47,web,2,2046.58,147,0.63,0,0
TXN_00127,USER_014,3519.5,MERCH_02,Hyderabad,24-12-2025 13:53,mobile,2,3032.5,44,1.16,0,0
TXN_00128,USER_006,2125.94,MERCH_05,Pune,21-12-2025 14:53,atm,1,1787.36,167,1.19,0,0
TXN_00129,USER_110,3036.64,MERCH_25,Chennai,23-12-2025 10:00,web,1,2329.12,96,1.3,0,0
TXN_00130,USER_014,3821.1,MERCH_19,Hyderabad,24-12-2025 14:48,web,1,3032.5,55,1.26,1,0
TXN_00131,USER_062,1376.28,MERCH_22,Delhi,22-12-2025 06:55,atm,2,1647.12,28,0.84,0,0
TXN_00132,USER_055,773.09,MERCH_24,Kolkata,22-12-2025 08:25,atm,3,1210.36,92,0.64,0,0
TXN_00133,USER_117,3534.24,MERCH_02,Chennai,21-12-2025 09:04,mobile,3,3228.74,157,1.09,0,0
TXN_00134,USER_101,1119.41,MERCH_04,Pune,21-12-2025 08:21,atm,1,1275.79,114,0.88,0,0
TXN_00135,USER_069,1531.55,MERCH_01,Delhi,20-12-2025 06:53,mobile,3,2080.07,26,0.74,0,0
TXN_00136,USER_068,3327.81,MERCH_12,Kolkata,20-12-2025 07:35,atm,1,3350.64,16,0.99,1,0
TXN_00137,USER_064,1988.73,MERCH_14,Chennai,22-12-2025 11:48,web,2,2404.8,134,0.83,0,0
TXN_00138,USER_090,2476.42,MERCH_36,Kolkata,21-12-2025 07:12,web,4,2012.81,45,1.23,1,0
TXN_00139,USER_101,1713.13,MERCH_06,Pune,21-12-2025 09:47,atm,4,1275.79,86,1.34,0,0
TXN_00140,USER_055,981.06,MERCH_35,Kolkata,22-12-2025 08:34,atm,3,1210.36,9,0.81,0,0
TXN_00141,USER_065,1659.56,MERCH_39,Mumbai,23-12-2025 11:02,web,4,2365.72,164,0.7,0,0
TXN_00142,USER_097,1884.11,MERCH_34,Mumbai,21-12-2025 10:51,mobile,3,1768.68,157,1.07,0,0
TXN_00143,USER_020,1376.41,MERCH_29,Mumbai,20-12-2025 08:25,atm,3,1871.04,118,0.74,0,0
TXN_00144,USER_089,986.65,MERCH_16,Kolkata,22-12-2025 10:28,web,3,1017.57,151,0.97,0,0
TXN_00145,USER_065,2788.4,MERCH_16,Mumbai,23-12-2025 12:22,web,2,2365.72,80,1.18,0,0
TXN_00146,USER_093,2597.78,MERCH_13,Mumbai,24-12-2025 08:43,web,2,3012.06,136,0.86,0,0
TXN_00147,USER_034,733.3,MERCH_10,Delhi,20-12-2025 09:39,atm,1,969.53,29,0.76,0,0
TXN_00148,USER_019,1621.07,MERCH_07,Kolkata,24-12-2025 10:13,mobile,2,2358.18,79,0.69,0,0
TXN_00149,USER_036,1246.54,MERCH_28,Bengaluru,21-12-2025 10:08,atm,1,1356.09,102,0.92,0,0
TXN_00150,USER_089,725.98,MERCH_39,Kolkata,22-12-2025 13:12,web,1,1017.57,164,0.71,0,0
TXN_00151,USER_095,1801.46,MERCH_38,Delhi,24-12-2025 08:12,web,4,1551.74,65,1.16,0,0
TXN_00152,USER_096,2197.35,MERCH_08,Bengaluru,23-12-2025 09:48,web,2,1921.3,61,1.14,0,0
TXN_00153,USER_059,3768.89,MERCH_16,Chennai,20-12-2025 07:36,mobile,1,2864.34,69,1.32,0,0
TXN_00154,USER_101,1258.18,MERCH_02,Pune,21-12-2025 12:31,atm,4,1275.79,164,0.99,0,0
TXN_00155,USER_080,2692.47,MERCH_21,Mumbai,21-12-2025 12:02,web,2,2046.58,135,1.32,0,0
TXN_00156,USER_100,12645.45,MERCH_13,Hyderabad,23-12-2025 07:24,web,10,1207.49,30,10.47,0,1
TXN_00157,USER_067,3601.23,MERCH_33,Pune,23-12-2025 09:27,mobile,2,3067.91,150,1.17,0,0
TXN_00158,USER_003,3052.88,MERCH_30,Mumbai,21-12-2025 08:04,atm,4,2557.52,97,1.19,0,0
TXN_00159,USER_027,1932.19,MERCH_40,Hyderabad,24-12-2025 08:46,web,1,1632.9,50,1.18,0,0
TXN_00160,USER_046,1526.24,MERCH_05,Pune,24-12-2025 09:50,web,4,2350.94,67,0.65,0,0
TXN_00161,USER_054,3026.71,MERCH_07,Chennai,20-12-2025 09:10,web,3,2844.28,163,1.06,0,0
TXN_00162,USER_029,1797.2,MERCH_26,Pune,20-12-2025 10:52,web,2,1287.96,105,1.4,0,0
TXN_00163,USER_060,2928.47,MERCH_13,Delhi,22-12-2025 07:03,web,1,2347.17,36,1.25,0,0
TXN_00164,USER_061,2792.06,MERCH_27,Chennai,24-12-2025 09:50,web,2,3163.79,60,0.88,0,0
TXN_00165,USER_060,2074.42,MERCH_15,Delhi,22-12-2025 09:26,web,4,2347.17,143,0.88,0,0
TXN_00166,USER_035,1098.39,MERCH_31,Mumbai,22-12-2025 09:25,web,4,960.92,178,1.14,0,0
TXN_00167,USER_001,1433.67,MERCH_32,Delhi,21-12-2025 11:19,atm,3,1674.35,74,0.86,0,0
TXN_00168,USER_055,874.12,MERCH_20,Kolkata,22-12-2025 08:58,atm,3,1210.36,24,0.72,0,0
TXN_00169,USER_110,2858.37,MERCH_09,Chennai,23-12-2025 10:24,web,3,2329.12,24,1.23,0,0
TXN_00170,USER_068,2572.62,MERCH_05,Kolkata,20-12-2025 10:20,atm,1,3350.64,165,0.77,0,0
TXN_00171,USER_084,2151.45,MERCH_29,Hyderabad,22-12-2025 10:17,mobile,2,2874.23,158,0.75,1,0
TXN_00172,USER_045,1586.89,MERCH_39,Chennai,23-12-2025 07:23,web,2,1459.06,56,1.09,0,0
TXN_00173,USER_101,966.92,MERCH_14,Pune,21-12-2025 14:54,atm,3,1275.79,143,0.76,0,0
TXN_00174,USER_068,26581.51,MERCH_09,Kolkata,20-12-2025 13:14,atm,7,3350.64,174,7.93,0,0
TXN_00175,USER_061,3671.06,MERCH_16,Chennai,24-12-2025 10:07,web,2,3163.79,17,1.16,0,0
TXN_00176,USER_064,1751.38,MERCH_21,Chennai,22-12-2025 14:24,web,1,2404.8,156,0.73,0,0
TXN_00177,USER_060,2112.37,MERCH_27,Delhi,22-12-2025 11:36,web,4,2347.17,130,0.9,0,0
TXN_00178,USER_087,18844.72,MERCH_22,Chennai,23-12-2025 17:19,mobile,10,1855.56,165,10.16,1,0
TXN_00179,USER_104,1322.84,MERCH_27,Kolkata,24-12-2025 08:40,web,2,2109.4,133,0.63,0,0
TXN_00180,USER_081,1094.57,MERCH_34,Chennai,22-12-2025 12:43,web,3,1253.73,27,0.87,0,0
TXN_00181,USER_071,903.97,MERCH_36,Mumbai,22-12-2025 12:33,web,3,963.81,56,0.94,0,0
TXN_00182,USER_007,882.92,MERCH_33,Kolkata,21-12-2025 13:15,atm,4,956.6,77,0.92,0,0
TXN_00183,USER_035,1185.36,MERCH_22,Mumbai,22-12-2025 10:56,web,4,960.92,91,1.23,0,0
TXN_00184,USER_025,1093.26,MERCH_36,Mumbai,20-12-2025 14:46,mobile,1,1189.49,79,0.92,1,0
TXN_00185,USER_114,1492.76,MERCH_13,Bengaluru,22-12-2025 08:56,atm,1,2467.5,149,0.6,1,0
TXN_00186,USER_106,1858.43,MERCH_35,Pune,22-12-2025 09:30,atm,1,1509.42,158,1.23,0,0
TXN_00187,USER_079,662.91,MERCH_30,Hyderabad,20-12-2025 07:38,web,1,860.92,40,0.77,0,0
TXN_00188,USER_081,1175.07,MERCH_07,Chennai,22-12-2025 13:11,web,1,1253.73,28,0.94,0,0
TXN_00189,USER_118,3572.05,MERCH_36,Kolkata,21-12-2025 06:33,mobile,2,2905.92,6,1.23,0,0
TXN_00190,USER_091,1951.88,MERCH_28,Mumbai,22-12-2025 07:47,atm,1,2283.49,80,0.85,0,0
TXN_00191,USER_073,3209.04,MERCH_27,Kolkata,20-12-2025 06:43,mobile,1,2547.25,16,1.26,0,0
TXN_00192,USER_074,3982.57,MERCH_39,Delhi,23-12-2025 08:13,mobile,1,3481.36,106,1.14,0,0
TXN_00193,USER_076,1907.04,MERCH_36,Delhi,21-12-2025 10:54,mobile,4,1568.41,171,1.22,0,0
TXN_00194,USER_014,29677.05,MERCH_08,Hyderabad,24-12-2025 15:29,web,5,3032.5,41,9.79,0,0
TXN_00195,USER_110,18995,MERCH_12,Bengaluru,23-12-2025 11:00,web,6,2329.12,36,8.16,0,1
TXN_00196,USER_119,22292.69,MERCH_36,Pune,24-12-2025 10:33,web,5,3161.19,180,7.05,0,0
TXN_00197,USER_091,3038.9,MERCH_04,Mumbai,22-12-2025 10:41,atm,3,2283.49,174,1.33,0,0
TXN_00198,USER_092,17702.24,MERCH_20,Chennai,22-12-2025 06:27,mobile,9,3185.14,0,5.56,0,0
TXN_00199,USER_040,2588.54,MERCH_21,Delhi,21-12-2025 07:12,mobile,4,2381.02,45,1.09,0,0
TXN_00200,USER_048,2264.38,MERCH_08,Delhi,22-12-2025 08:22,web,2,3162.87,115,0.72,0,0
TXN_00201,USER_047,2177.15,MERCH_29,Kolkata,22-12-2025 07:11,mobile,4,2218.03,44,0.98,0,0
TXN_00202,USER_035,623.17,MERCH_39,Mumbai,22-12-2025 13:24,web,3,960.92,148,0.65,0,0
TXN_00203,USER_043,3144.29,MERCH_16,Bengaluru,22-12-2025 06:33,atm,3,2944.82,6,1.07,0,0
TXN_00204,USER_049,3450.76,MERCH_19,Mumbai,21-12-2025 12:52,atm,2,2769.5,99,1.25,0,0
TXN_00205,USER_089,7142.98,MERCH_10,Chennai,22-12-2025 13:12,web,5,1017.57,0,7.02,0,1
TXN_00206,USER_104,2167.72,MERCH_35,Kolkata,24-12-2025 11:09,atm,3,2109.4,149,1.03,1,0
TXN_00207,USER_071,816.9,MERCH_04,Mumbai,22-12-2025 14:13,web,2,963.81,100,0.85,0,0
TXN_00208,USER_087,2288.53,MERCH_30,Chennai,23-12-2025 18:14,mobile,1,1855.56,55,1.23,0,0
TXN_00209,USER_070,29032.7,MERCH_34,Hyderabad,20-12-2025 06:46,mobile,7,2593.21,19,11.2,0,1
TXN_00210,USER_042,1213.23,MERCH_12,Chennai,21-12-2025 09:00,web,2,1609.37,153,0.75,0,0
TXN_00211,USER_104,1944.85,MERCH_34,Kolkata,24-12-2025 12:44,atm,3,2109.4,95,0.92,0,0
TXN_00212,USER_110,2094.42,MERCH_07,Bengaluru,23-12-2025 11:14,web,4,2329.12,14,0.9,0,0
TXN_00213,USER_048,2770.48,MERCH_34,Delhi,22-12-2025 08:45,web,1,3162.87,23,0.88,0,0
TXN_00214,USER_078,23726.97,MERCH_14,Chennai,23-12-2025 10:04,atm,8,2605.36,0,9.11,0,0
TXN_00215,USER_034,1176.81,MERCH_39,Delhi,20-12-2025 10:53,atm,4,969.53,74,1.21,0,0
TXN_00216,USER_017,2251.05,MERCH_02,Chennai,24-12-2025 18:45,web,2,2494.07,12,0.9,0,0
TXN_00217,USER_007,10561.59,MERCH_26,Kolkata,21-12-2025 13:15,atm,5,956.6,0,11.04,0,0
TXN_00218,USER_119,3516.84,MERCH_33,Pune,24-12-2025 10:59,web,2,3161.19,26,1.11,0,0
TXN_00219,USER_051,4802.22,MERCH_15,Bengaluru,20-12-2025 09:43,web,2,3446.47,43,1.39,0,0
TXN_00220,USER_023,21218.08,MERCH_33,Chennai,24-12-2025 06:27,mobile,5,3117.86,0,6.81,0,1
TXN_00221,USER_091,2749.23,MERCH_13,Mumbai,22-12-2025 12:47,mobile,3,2283.49,126,1.2,1,0
TXN_00222,USER_087,1812.11,MERCH_24,Chennai,23-12-2025 20:47,mobile,1,1855.56,153,0.98,0,0
TXN_00223,USER_033,2172.05,MERCH_10,Kolkata,22-12-2025 12:49,atm,2,2278.91,98,0.95,0,0
TXN_00224,USER_118,3600.66,MERCH_11,Kolkata,21-12-2025 06:39,mobile,2,2905.92,6,1.24,0,0
TXN_00225,USER_119,4144.21,MERCH_09,Pune,24-12-2025 11:21,web,3,3161.19,22,1.31,0,0
TXN_00226,USER_100,1538.1,MERCH_05,Hyderabad,23-12-2025 07:51,web,4,1207.49,27,1.27,0,0
TXN_00227,USER_058,1803.37,MERCH_24,Kolkata,24-12-2025 07:52,atm,4,2604.18,85,0.69,0,0
TXN_00228,USER_019,2458.87,MERCH_10,Kolkata,24-12-2025 10:30,mobile,4,2358.18,17,1.04,0,0
TXN_00229,USER_057,656.34,MERCH_18,Pune,20-12-2025 10:18,web,2,905.86,71,0.72,0,0
